Columna1,Fecha Prod.,Hora Proceso,Muestra,Punto,Código,Producto,OP,CANT. BACHES A PRODUCIR,# BACHE,m1,m2,Porcentaje Durabilidad,Dureza,% Finos,Criba,Granulometría 10,Granulometría 12,Granulometría 14,Granulometría 16,Granulometría Pan,OPERADOR,Analista,OBSERVACIONES,Columna2,Unnamed: 25,Fecha
1.0,2025-01-04 00:00:00,13:50:00,PELLET,ZARANDA 1,200544.0,FINALIZADOR,36.0,25.0,4.0,500.0,446.0,89.2,3.7,10.799999999999997,,,,,,,,LUZ ANGELA TOCORA ,,,,2025-01-04
2.0,2025-01-04 00:00:00,16:50:00,PELLET,ZARANDA 1,200544.0,FINALIZADOR,36.0,25.0,7.0,500.0,459.5,91.9,3.5,8.099999999999994,,,,,,,,LUZ ANGELA TOCORA ,,,,2025-01-04
3.0,2025-01-04 00:00:00,18:15:00,PELLET,ZARANDA 1,200544.0,FINALIZADOR,36.0,25.0,11.0,500.0,456.5,91.3,3.9,8.700000000000003,,,,,,,,LUZ ANGELA TOCORA ,,,,2025-01-04
4.0,2025-01-05 00:00:00,11:00:00,PELLET,ZARANDA 1,200544.0,FINALIZADOR,36.0,25.0,17.0,500.0,452.0,90.4,3.8,9.599999999999994,,,,,,,,LUZ ANGELA TOCORA ,,,,2025-01-05
5.0,2025-01-05 00:00:00,12:50:00,PELLET,ZARANDA 1,200544.0,FINALIZADOR,36.0,25.0,22.0,500.0,461.5,92.3,3.7,7.700000000000003,,,,,,,,LUZ ANGELA TOCORA ,,,,2025-01-05
6.0,2025-01-05 00:00:00,16:30:00,PELLET,ZARANDA 1,200544.0,FINALIZADOR,37.0,23.0,4.0,500.0,455.0,91.0,3.5,9.0,,,,,,,,LUZ ANGELA TOCORA ,,,,2025-01-05
7.0,2025-01-05 00:00:00,17:40:00,PELLET,ZARANDA 1,200544.0,FINALIZADOR,37.0,23.0,8.0,500.0,466.0,93.2,3.6,6.799999999999997,,,,,,,,LUZ ANGELA TOCORA ,,,,2025-01-05
8.0,2025-01-05 00:00:00,18:40:00,PELLET,ZARANDA 1,200544.0,FINALIZADOR,27.0,23.0,12.0,500.0,434.5,86.9,3.1,13.099999999999994,,,,,,,,LUZ ANGELA TOCORA ,,,,2025-01-05
9.0,2025-01-04 00:00:00,12:00:00,MOLIENDA,TOLVA,200544.0,FINALIZADOR,36.0,25.0,5.0,,,,,,"2,5-3,0",0.2,0.88,1.68,8.12,89.11999999999999,,BRAYAN HERRERA,,,,2025-01-04
10.0,2025-01-04 00:00:00,16:30:00,MOLIENDA,TOLVA,200544.0,FINALIZADOR,36.0,25.0,10.0,,,,,,"2,5-3,0",0.28,1.36,8.8,7.4,82.16,,BRAYAN HERRERA,,,,2025-01-04
11.0,2025-01-05 00:00:00,11:00:00,MOLIENDA,TOLVA,200544.0,FINALIZADOR,36.0,25.0,21.0,,,,,,"2,5-3,0",0.12,0.68,7.32,8.12,83.75999999999999,,BRAYAN HERRERA,,,,2025-01-05
12.0,2025-01-05 00:00:00,13:00:00,MOLIENDA,TOLVA,200544.0,FINALIZADOR,36.0,25.0,25.0,,,,,,"2,5-3,0",0.2,1.16,8.88,8.16,81.60000000000001,,BRAYAN HERRERA,,,,2025-01-05
13.0,2025-01-05 00:00:00,16:30:00,MOLIENDA,TOLVA,200544.0,FINALIZADOR,37.0,23.0,5.0,,,,,,"2,5-3,0",0.2,1.12,8.24,7.8,82.64,,BRAYAN HERRERA,,,,2025-01-05
14.0,2025-01-06 00:00:00,10:00:00,MOLIENDA,TOLVA,200544.0,FINALIZADOR,38.0,8.0,5.0,,,,,,"2,5-3,0",0.08,0.64,5.08,4.16,90.04,,LUZ ANGELA TOCORA ,,,,2025-01-06
15.0,2025-01-06 00:00:00,11:30:00,PELLET,ZARANDA 1,200544.0,FINALIZADOR,38.0,8.0,5.0,500.0,464.5,92.9,2.7,7.099999999999994,,,,,,,,LUZ ANGELA TOCORA ,,,,2025-01-06
16.0,2025-01-06 00:00:00,13:50:00,MOLIENDA,TOLVA,200542.0,LEVANTE,39.0,15.0,8.0,,,,,,"2,5-3,0",0.24,1.36,9.24,6.92,82.24000000000001,,LUZ ANGELA TOCORA ,,,,2025-01-06
17.0,2025-01-06 00:00:00,14:35:00,PELLET,ZARANDA 1,200541.0,LEVANTE,39.0,15.0,4.0,500.0,456.0,91.2,2.68,8.799999999999997,,,,,,,,LUZ ANGELA TOCORA ,,,,2025-01-06
18.0,2025-01-06 00:00:00,16:00:00,PELLET,ZARANDA 1,200541.0,LEVANTE,39.0,15.0,8.0,500.0,454.5,90.9,2.7,9.099999999999994,,,,,,,,LUZ ANGELA TOCORA ,,,,2025-01-06
19.0,2025-01-06 00:00:00,17:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,39.0,15.0,15.0,,,,,,,0.16,0.76,6.36,5.88,86.84,,LUZ ANGELA TOCORA ,,,,2025-01-06
20.0,2025-01-06 00:00:00,17:30:00,PELLET,ZARANDA 1,200541.0,LEVANTE,39.0,15.0,12.0,500.0,469.5,93.9,2.8,6.099999999999994,,,,,,,,LUZ ANGELA TOCORA ,,,,2025-01-06
21.0,2025-01-06 00:00:00,19:15:00,PELLET,ZARANDA 1,200542.0,LEVANTE,40.0,1.0,1.0,500.0,459.5,91.9,2.6,8.099999999999994,,,,,,,,LUZ ANGELA TOCORA ,,,,2025-01-06
22.0,2025-01-06 00:00:00,20:00:00,MOLIENDA,TOLVA,200542.0,LEVANTE,40.0,1.0,1.0,,,,,,,0.2,0.52,5.56,4.56,89.16,,LUZ ANGELA TOCORA ,,,,2025-01-06
23.0,2025-01-06 00:00:00,21:00:00,PELLET,ZARANDA 1,200542.0,LEVANTE,41.0,19.0,4.0,500.0,455.0,91.0,3.03,9.0,,,,,,,,LUZ ANGELA TOCORA ,,,,2025-01-06
24.0,2025-01-06 00:00:00,21:00:00,MOLIENDA,TOLVA,200542.0,LEVANTE,41.0,19.0,5.0,,,,,,"2,5-3,0",0.32,1.16,9.4,7.6,81.52000000000001,,LUZ ANGELA TOCORA ,,,,2025-01-06
25.0,2025-01-06 00:00:00,21:50:00,MOLIENDA,TOLVA,200542.0,LEVANTE,41.0,19.0,10.0,,,,,,"2,5-3,0",0.24,1.2,9.72,5.42,83.42,,LUZ ANGELA TOCORA ,,,,2025-01-06
26.0,2025-01-06 00:00:00,22:10:00,PELLET,ZARANDA 1,200542.0,LEVANTE,41.0,19.0,9.0,500.0,460.0,92.0,2.84,8.0,,,,,,,,LUZ ANGELA TOCORA ,,,,2025-01-06
27.0,2025-01-07 00:00:00,09:50:00,MOLIENDA,TOLVA,200542.0,LEVANTE,41.0,19.0,16.0,,,,,,"2,5-3,0",0.28,1.04,7.92,6.72,84.03999999999999,,LUZ ANGELA TOCORA ,,,,2025-01-07
28.0,2025-01-07 00:00:00,10:20:00,PELLET,ZARANDA 1,200542.0,LEVANTE,41.0,19.0,16.0,500.0,435.0,87.0,2.08,13.0,,,,,,,,LUZ ANGELA TOCORA ,,,,2025-01-07
29.0,2025-01-07 00:00:00,13:15:00,PELLET,ZARANDA 1,200543.0,ENGORDE,42.0,10.0,4.0,500.0,455.5,91.1,2.9,8.900000000000006,,,,,,,,VANESSA LOSADA,,,,2025-01-07
30.0,2025-01-07 00:00:00,15:30:00,PELLET,ZARANDA 1,200543.0,ENGORDE,42.0,10.0,8.0,500.0,460.5,92.1,3.0,7.900000000000006,,,,,,,,VANESSA LOSADA,,,,2025-01-07
31.0,2025-01-07 00:00:00,17:30:00,PELLET,ZARANDA 1,200541.0,LEVANTE,43.0,35.0,4.0,500.0,455.0,91.0,2.9,9.0,,,,,,,,VANESSA LOSADA,,,,2025-01-07
32.0,2025-01-07 00:00:00,18:40:00,PELLET,ZARANDA 1,200541.0,LEVANTE,43.0,35.0,8.0,500.0,467.0,93.4,2.8,6.599999999999994,,,,,,,,VANESSA LOSADA,,,,2025-01-07
33.0,2025-01-07 00:00:00,19:40:00,PELLET,ZARANDA 1,200541.0,LEVANTE,43.0,35.0,12.0,500.0,463.5,92.7,3.0,7.299999999999997,,,,,,,,VANESSA LOSADA,,,,2025-01-07
34.0,2025-01-07 00:00:00,20:40:00,PELLET,ZARANDA 1,200541.0,LEVANTE,43.0,35.0,16.0,500.0,450.0,90.0,2.8,10.0,,,,,,,,VANESSA LOSADA,,,,2025-01-07
35.0,2025-01-08 00:00:00,10:40:00,PELLET,ZARANDA 1,200541.0,LEVANTE,43.0,35.0,23.0,500.0,464.0,92.8,2.5,7.200000000000003,,,,,,,,VANESSA LOSADA,,,,2025-01-08
36.0,2025-01-09 00:00:00,14:00:00,MOLIENDA,TOLVA,200543.0,ENGORDE,46.0,10.0,5.0,,,,,,"2,5-3,0",0.16,0.84,7.12,8.24,83.64,,NATALIA RODRIGUEZ,,,,2025-01-09
61.0,2025-01-09 00:00:00,11:10:00,PELLET,ZARANDA 1,200542.0,LEVANTE,45.0,20.0,16.0,500.0,439.0,87.8,2.89,12.200000000000003,,,,,,,,VANESSA LOSADA,,,,2025-01-09
62.0,2025-01-09 00:00:00,14:45:00,PELLET,ZARANDA 1,200543.0,ENGORDE,46.0,10.0,4.0,500.0,472.0,94.4,2.86,5.599999999999994,,,,,,,,VANESSA LOSADA,,,,2025-01-09
63.0,2025-01-09 00:00:00,16:30:00,PELLET,ZARANDA 1,200543.0,ENGORDE,46.0,10.0,8.0,500.0,451.0,90.2,2.82,9.799999999999997,,,,,,,,VANESSA LOSADA,,,,2025-01-09
64.0,2025-01-09 00:00:00,17:30:00,MOLIENDA,TOLVA,200541.0,LEVANTE,47.0,33.0,5.0,,,,,,"2,5-3,0",0.12,0.6,6.32,6.48,86.48,,VANESSA LOSADA,,,,2025-01-09
65.0,2025-01-09 00:00:00,18:00:00,PELLET,ZARANDA 1,200541.0,LEVANTE,47.0,35.0,4.0,500.0,474.0,94.8,3.0,5.200000000000003,,,,,,,,VANESSA LOSADA,,,,2025-01-09
66.0,2025-01-09 00:00:00,18:30:00,MOLIENDA,TOLVA,200541.0,LEVANTE,47.0,35.0,10.0,,,,,,"2,5-3,0",0.16,0.48,5.04,6.16,88.16,,VANESSA LOSADA,,,,2025-01-09
67.0,2025-01-09 00:00:00,19:10:00,PELLET,ZARANDA 1,200541.0,LEVANTE,47.0,35.0,8.0,500.0,445.0,89.0,2.97,11.0,,,,,,,,VANESSA LOSADA,,,,2025-01-09
68.0,2025-01-09 00:00:00,19:30:00,MOLIENDA,TOLVA,200541.0,LEVANTE,47.0,35.0,15.0,,,,,,"2,5-3,0",0.32,0.68,6.72,7.32,84.96000000000001,,VANESSA LOSADA,,,,2025-01-09
69.0,2025-01-09 00:00:00,20:10:00,PELLET,ZARANDA 1,200541.0,LEVANTE,47.0,35.0,12.0,500.0,449.0,89.8,3.0,10.200000000000003,,,,,,,,VANESSA LOSADA,,,,2025-01-09
70.0,2025-01-09 00:00:00,20:30:00,MOLIENDA,TOLVA,200541.0,LEVANTE,47.0,35.0,20.0,,,,,,"2,5-3,0",0.08,0.8,7.6,8.68,82.84,,VANESSA LOSADA,,,,2025-01-09
71.0,2025-01-10 00:00:00,10:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,47.0,35.0,24.0,,,,,,"2,5-3,0",0.28,0.36,6.96,7.68,84.72,,VANESSA LOSADA,,,,2025-01-10
37.0,2025-01-09 00:00:00,15:00:00,MOLIENDA,TOLVA,200543.0,ENGORDE,46.0,10.0,10.0,,,,,,"2,5-3,0",0.08,0.76,6.64,6.68,85.84,,NATALIA RODRIGUEZ,,,,2025-01-09
38.0,2025-01-10 00:00:00,07:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,48.0,35.0,5.0,,,,,,"2,5-3,0",0.12,0.72,6.12,6.08,86.96,,LUZ ANGELA TOCORA ,,,,2025-01-10
39.0,2025-01-10 00:00:00,08:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,48.0,35.0,10.0,,,,,,"2,5-3,0",0.2,1.12,8.68,7.84,82.16,,LUZ ANGELA TOCORA ,,,,2025-01-10
40.0,2025-01-10 00:00:00,10:20:00,MOLIENDA,TOLVA,200542.0,LEVANTE,45.0,20.0,10.0,,,,,,"2,5-3,0",0.08,0.44,5.36,5.28,88.84,,NATALIA RODRIGUEZ,,,,2025-01-10
41.0,2025-01-10 00:00:00,11:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,47.0,35.0,31.0,,,,,,"2,5-3,0",0.12,0.68,6.44,6.16,86.6,,NATALIA RODRIGUEZ,,,,2025-01-10
42.0,2025-01-10 00:00:00,13:00:00,PELLET,ZARANDA 1,200541.0,LEVANTE,47.0,35.0,27.0,500.0,455.0,91.0,3.1,9.0,,,,,,,,NATALIA RODRIGUEZ,,,,2025-01-10
43.0,2025-01-10 00:00:00,22:00:00,PELLET,ZARANDA 1,200541.0,LEVANTE,48.0,35.0,4.0,500.0,467.0,93.4,3.2,6.599999999999994,,,,,,,,NATALIA RODRIGUEZ,,,,2025-01-10
44.0,2025-01-11 00:00:00,09:50:00,MOLIENDA,TOLVA,200541.0,LEVANTE,48.0,35.0,15.0,,,,,,"2,5-3,0",0.16,0.56,4.84,5.2,89.24,,NATALIA RODRIGUEZ,,,,2025-01-11
45.0,2025-01-11 00:00:00,10:50:00,MOLIENDA,TOLVA,200541.0,LEVANTE,48.0,35.0,22.0,,,,,,"2,5-3,0",0.12,0.76,6.84,6.32,85.95999999999998,,NATALIA RODRIGUEZ,,,,2025-01-11
46.0,2025-01-11 00:00:00,11:40:00,PELLET,ZARANDA 1,200541.0,LEVANTE,47.0,35.0,20.0,500.0,470.0,94.0,3.1,6.0,,,,,,,,NATALIA RODRIGUEZ,,,,2025-01-11
47.0,2025-01-11 00:00:00,13:10:00,PELLET,ZARANDA 1,200541.0,LEVANTE,48.0,35.0,11.0,500.0,467.0,93.4,3.2,6.599999999999994,,,,,,,,NATALIA RODRIGUEZ,,,,2025-01-11
48.0,2025-01-11 00:00:00,14:30:00,PELLET,ZARANDA 1,200541.0,LEVANTE,48.0,35.0,16.0,500.0,455.0,91.0,3.0,9.0,,,,,,,,NATALIA RODRIGUEZ,,,,2025-01-11
49.0,2025-01-11 00:00:00,16:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,48.0,35.0,26.0,,,,,,"2,5-3,0",0.64,2.24,9.32,6.96,80.84000000000002,,NATALIA RODRIGUEZ,,,,2025-01-11
50.0,2025-01-11 00:00:00,16:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,48.0,35.0,26.0,,,,,,"2,5-3,0",0.32,2.2,9.44,6.36,81.68,,NATALIA RODRIGUEZ,,,,2025-01-11
51.0,2025-01-11 00:00:00,16:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,48.0,35.0,26.0,,,,,,"2,5-3,0",0.52,2.08,9.12,6.48,81.8,,NATALIA RODRIGUEZ,,,,2025-01-11
52.0,2025-01-11 00:00:00,16:30:00,MOLIENDA,TOLVA,200541.0,LEVANTE,48.0,35.0,35.0,,,,,,"2,5-3,0",0.08,0.48,5.32,6.28,87.84,,LUZ ANGELA TOCORA ,,,,2025-01-11
53.0,2025-01-11 00:00:00,17:30:00,MOLIENDA,TOLVA,200541.0,LEVANTE,48.0,35.0,29.0,,,,,,"2,5-3,0",0.04,0.52,4.44,4.88,90.12,,LUZ ANGELA TOCORA ,,,,2025-01-11
54.0,2025-01-11 00:00:00,19:00:00,PELLET,ZARANDA 1,200541.0,LEVANTE,48.0,35.0,32.0,500.0,460.0,92.0,3.02,8.0,,,,,,,,NATALIA RODRIGUEZ,,,,2025-01-11
55.0,2025-01-11 00:00:00,19:00:00,MOLIENDA,TOLVA,200544.0,FINALIZADOR,49.0,1.0,1.0,,,,,,"2,5-3,0",0.08,0.52,5.44,5.6,88.36000000000001,,LUZ ANGELA TOCORA ,,,,2025-01-11
56.0,2025-01-11 00:00:00,20:00:00,MOLIENDA,TOLVA,200544.0,FINALIZADOR,50.0,19.0,3.0,,,,,,"2,5-3,0",0.12,0.48,4.64,4.92,89.83999999999999,,LUZ ANGELA TOCORA ,,,,2025-01-11
57.0,2025-01-11 00:00:00,,PELLET,ZARANDA 1,200541.0,LEVANTE,48.0,35.0,25.0,500.0,458.0,91.6,3.09,8.400000000000006,,,,,,,,LUZ ANGELA TOCORA ,,,,2025-01-11
58.0,2024-12-01,09:00:00,MOLIENDA,TOLVA,200544.0,FINALIZADOR,50.0,19.0,10.0,,,,,,"2,5-3,0",0.16,0.72,7.36,6.64,85.12,,LUZ ANGELA TOCORA ,,,,2024-12-01
59.0,2024-12-01,10:00:00,MOLIENDA,TOLVA,200544.0,FINALIZADOR,50.0,19.0,15.0,,,,,,"2,5-3,0",0.12,0.84,6.52,5.8,86.72,,LUZ ANGELA TOCORA ,,,,2024-12-01
60.0,2024-12-01,12:00:00,MOLIENDA,TOLVA,200542.0,LEVANTE,45.0,20.0,20.0,,,,,,"2,5-3,0",0.2,1.24,8.4,7.12,83.03999999999999,,LUZ ANGELA TOCORA ,,,,2024-12-01
72.0,2025-01-14 00:00:00,16:45:00,MOLIENDA,TOLVA,200543.0,ENGORDE,56.0,10.0,8.0,,,,,,"2,5-3,0",0.08,0.24,5.62,6.58,87.48,,VANESSA LOSADA,,,,2025-01-14
73.0,2025-01-14 00:00:00,15:00:00,PELLET,ZARANDA 1,200542.0,LEVANTE,55.0,14.0,10.0,500.0,455.5,91.1,3.1,8.900000000000006,,,,,,,,VANESSA LOSADA,,,,2025-01-14
74.0,2025-01-14 00:00:00,18:00:00,PELLET,ZARANDA 1,200543.0,ENGORDE,56.0,10.0,4.0,500.0,437.0,87.4,3.0,12.599999999999994,,,,,,,,VANESSA LOSADA,,,,2025-01-14
75.0,2025-01-14 00:00:00,19:40:00,MOLIENDA,TOLVA,200541.0,LEVANTE,57.0,17.0,6.0,,,,,,"2,5-3,0",0.12,0.44,7.92,8.04,83.47999999999999,,VANESSA LOSADA,,,,2025-01-14
76.0,2025-01-14 00:00:00,22:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,57.0,17.0,12.0,,,,,,"2,5-3,0",0.12,0.32,6.28,5.42,87.86,,VANESSA LOSADA,,,,2025-01-14
77.0,2025-01-15 00:00:00,23:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,58.0,28.0,3.0,,,,,,"2,5-3,0",0.24,1.48,9.76,8.04,80.47999999999999,,VANESSA LOSADA,,,,2025-01-15
78.0,2025-01-15 00:00:00,12:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,58.0,28.0,8.0,,,,,,"2,5-3,0",0.24,1.16,9.84,8.26,80.5,,VANESSA LOSADA,,,,2025-01-15
79.0,2025-01-15 00:00:00,12:50:00,PELLET,ZARANDA 1,200541.0,LEVANTE,57.0,17.0,8.0,500.0,467.0,93.4,3.2,6.599999999999994,,,,,,,,VANESSA LOSADA,,,,2025-01-15
80.0,2025-01-15 00:00:00,09:00:00,PELLET,ZARANDA 1,200541.0,LEVANTE,57.0,17.0,15.0,500.0,464.5,92.9,3.5,7.099999999999994,,,,,,,,VANESSA LOSADA,,,,2025-01-15
81.0,2025-01-14 00:00:00,19:20:00,PELLET,ZARANDA 1,200543.0,ENGORDE,56.0,10.0,8.0,500.0,461.0,92.2,3.0,7.799999999999997,,,,,,,,BRAYAN HERRERA,,,,2025-01-14
82.0,2025-01-14 00:00:00,23:00:00,PELLET,ZARANDA 1,200541.0,LEVANTE,57.0,17.0,4.0,500.0,448.0,89.6,3.3,10.400000000000006,,,,,,,,BRAYAN HERRERA,,,,2025-01-14
83.0,2025-01-15 00:00:00,02:00:00,PELLET,ZARANDA 1,200541.0,LEVANTE,57.0,17.0,12.0,500.0,454.0,90.8,3.5,9.200000000000003,,,,,,,,BRAYAN HERRERA,,,,2025-01-15
84.0,2025-01-15 00:00:00,08:30:00,PELLET,ZARANDA 1,200541.0,LEVANTE,58.0,28.0,25.0,500.0,463.5,92.7,3.3,7.299999999999997,,,,,,,,VANESSA LOSADA,,,,2025-01-15
85.0,2025-01-15 00:00:00,12:00:00,PELLET,ZARANDA 1,200541.0,LEVANTE,58.0,28.0,4.0,500.0,455.0,91.0,3.5,9.0,,,,,,,,VANESSA LOSADA,,,,2025-01-15
86.0,2025-01-15 00:00:00,14:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,58.0,28.0,13.0,,,,,,"2,5-3,0",0.08,1.32,9.96,7.4,81.24000000000001,,VANESSA LOSADA,,,,2025-01-15
87.0,2025-01-15 00:00:00,13:00:00,PELLET,ZARANDA 1,200541.0,LEVANTE,58.0,28.0,8.0,500.0,462.5,92.5,3.6,7.5,,,,,,,,VANESSA LOSADA,,,,2025-01-15
88.0,2025-01-15 00:00:00,15:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,58.0,28.0,23.0,,,,,,"2,5-3,0",0.32,0.94,6.68,5.28,86.78,,VANESSA LOSADA,,,,2025-01-15
89.0,2025-01-15 00:00:00,15:15:00,PELLET,ZARANDA 1,200541.0,LEVANTE,58.0,28.0,12.0,500.0,468.0,93.6,3.4,6.400000000000006,,,,,,,,VANESSA LOSADA,,,,2025-01-15
90.0,2025-01-15 00:00:00,15:30:00,MOLIENDA,TOLVA,200541.0,LEVANTE,58.0,28.0,27.0,,,,,,"2,5-3,0",0.32,1.72,9.0,6.4,82.56,,VANESSA LOSADA,,,,2025-01-15
91.0,2025-01-15 00:00:00,16:30:00,PELLET,ZARANDA 1,200541.0,LEVANTE,58.0,28.0,16.0,500.0,455.0,91.0,3.0,9.0,,,,,,,,VANESSA LOSADA,,,,2025-01-15
92.0,2025-01-15 00:00:00,18:50:00,PELLET,ZARANDA 1,200541.0,LEVANTE,58.0,28.0,21.0,500.0,464.5,92.9,3.1,7.099999999999994,,,,,,,,VANESSA LOSADA,,,,2025-01-15
93.0,2025-01-15 00:00:00,20:50:00,MOLIENDA,TOLVA,200544.0,FINALIZADOR,59.0,15.0,4.0,,,,,,"2,5-3,0",0.08,0.98,8.04,7.72,83.18,,VANESSA LOSADA,,,,2025-01-15
94.0,2025-01-15 00:00:00,21:40:00,MOLIENDA,TOLVA,200544.0,FINALIZADOR,59.0,15.0,10.0,,,,,,"2,5-3,0",0.24,0.48,5.86,6.28,87.14,,VANESSA LOSADA,,,,2025-01-15
95.0,2025-01-15 00:00:00,22:50:00,MOLIENDA,TOLVA,200544.0,FINALIZADOR,59.0,15.0,15.0,,,,,,"2,5-3,0",0.12,1.16,7.36,5.84,85.52,,VANESSA LOSADA,,,,2025-01-15
96.0,2025-01-15 00:00:00,23:00:00,PELLET,ZARANDA 1,200544.0,FINALIZADOR,59.0,15.0,4.0,500.0,469.5,93.9,3.6,6.099999999999994,,,,,,,,VANESSA LOSADA,,,,2025-01-15
97.0,2025-01-16 00:00:00,08:00:00,MOLIENDA,TOLVA,200542.0,LEVANTE,60.0,15.0,4.0,,,,,,"2,5-3,0",0.12,0.72,6.8,6.28,86.08,,VANESSA LOSADA,,,,2025-01-16
98.0,2025-01-16 00:00:00,08:40:00,MOLIENDA,TOLVA,200542.0,LEVANTE,60.0,15.0,8.0,,,,,,"2,5-3,0",0.08,0.76,6.88,6.12,86.16,,VANESSA LOSADA,,,,2025-01-16
99.0,2025-01-16 00:00:00,12:20:00,PELLET,ZARANDA 1,200544.0,FINALIZADOR,59.0,15.0,8.0,500.0,456.0,91.2,3.5,8.799999999999997,,,,,,,,VANESSA LOSADA,,,,2025-01-16
100.0,2025-01-16 00:00:00,13:40:00,PELLET,ZARANDA 1,200544.0,FINALIZADOR,59.0,15.0,12.0,500.0,465.5,93.1,3.6,6.900000000000006,,,,,,,,VANESSA LOSADA,,,,2025-01-16
101.0,2025-01-16 00:00:00,12:30:00,MOLIENDA,TOLVA,200542.0,LEVANTE,60.0,13.0,12.0,,,,,,,0.4,1.04,8.12,6.04,84.39999999999998,,VANESSA LOSADA,,,,2025-01-16
102.0,2025-01-16 00:00:00,12:40:00,PELLET,ZARANDA 1,200542.0,LEVANTE,60.0,15.0,11.0,500.0,458.0,91.6,3.2,8.400000000000006,,,,,,,,VANESSA LOSADA,,,,2025-01-16
