Columna1,Fecha Prod.,Hora Proceso,Muestra,Punto,Código,Producto,OP,CANT. BACHES A PRODUCIR,# BACHE,m1,m2,Porcentaje Durabilidad,Dureza,% Finos,Criba,Granulometría 10,Granulometría 12,Granulometría 14,Granulometría 16,Granulometría Pan,OPERADOR,Analista,OBSERVACIONES,Columna2,Unnamed: 25,Fecha
85.0,2025-02-07 00:00:00,19:00:00,MOLIENDA,TOLVA,200542.0,LEVANTE,97.0,25.0,8.0,,,,,,"2,5-3",0.08,0.72,7.2,7.04,84.96,,NATALIA RODRIGUEZ,,,,2025-02-07
86.0,2025-02-08 00:00:00,00:30:00,PELLET,ZARANDA 1,200542.0,LEVANTE,97.0,25.0,19.0,500.0,460.0,92.0,2.02,8.0,,,,,,,DANIEL P,NATALIA RODRIGUEZ,,,,2025-02-08
87.0,2025-02-08 00:00:00,00:00:00,MOLIENDA,TOLVA,200542.0,LEVANTE,97.0,25.0,19.0,,,,,,"2,5-3",0.08,0.4,3.68,5.2,90.63999999999999,,NATALIA RODRIGUEZ,,,,2025-02-08
88.0,2025-02-08 00:00:00,03:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,98.0,35.0,8.0,,,,,,"2,5-3",0.08,0.4,3.96,4.46,91.10000000000001,,NATALIA RODRIGUEZ,,,,2025-02-08
89.0,2025-02-08 00:00:00,03:10:00,PELLET,ZARANDA 1,200541.0,LEVANTE,98.0,35.0,4.0,500.0,464.0,92.8,2.31,7.200000000000003,,,,,,,DANIEL P,NATALIA RODRIGUEZ,,,,2025-02-08
90.0,2025-02-08 00:00:00,09:31:00,MOLIENDA,TOLVA,200541.0,LEVANTE,98.0,35.0,10.0,500.0,443.0,88.6,2.18,11.400000000000006,,,,,,,DAIRO C,NATALIA RODRIGUEZ,,,,2025-02-08
91.0,2025-02-08 00:00:00,10:20:00,MOLIENDA,TOLVA,200541.0,LEVANTE,98.0,35.0,17.0,,,,,,"2,5-3",0.12,0.92,6.0,5.08,87.88,,NATALIA RODRIGUEZ,,,,2025-02-08
92.0,2025-02-08 00:00:00,10:57:00,PELLET,ZARANDA 1,200541.0,LEVANTE,98.0,35.0,16.0,500.0,464.0,92.8,2.25,7.200000000000003,,,,,,,DAIRO C,NATALIA RODRIGUEZ,,,,2025-02-08
93.0,2025-02-08 00:00:00,13:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,98.0,35.0,25.0,,,,,,"2,5-3",0.24,1.36,7.4,5.64,85.36,,NATALIA RODRIGUEZ,,,,2025-02-08
94.0,2025-02-08 00:00:00,14:00:00,PELLET,ZARANDA 1,200541.0,LEVANTE,98.0,35.0,24.0,500.0,469.0,93.8,2.42,6.200000000000003,,,,,,,,NATALIA RODRIGUEZ,,,,2025-02-08
95.0,2025-02-08 00:00:00,15:40:00,PELLET,ZARANDA 1,200541.0,LEVANTE,98.0,35.0,33.0,500.0,466.0,93.2,2.36,6.799999999999997,,,,,,,DAIRO C,NATALIA RODRIGUEZ,,,,2025-02-08
96.0,2025-02-08 00:00:00,17:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,99.0,10.0,5.0,,,,,,"2,5-3",0.28,1.48,8.6,6.24,83.4,,NATALIA RODRIGUEZ,,,,2025-02-08
97.0,2025-02-08 00:00:00,17:30:00,PELLET,ZARANDA 1,200541.0,LEVANTE,99.0,10.0,5.0,500.0,466.0,93.2,2.46,6.799999999999997,,,,,,,,NATALIA RODRIGUEZ,,,,2025-02-08
98.0,2025-02-08 00:00:00,20:30:00,PELLET,ZARANDA 1,200544.0,FINALIZADOR,100.0,30.0,5.0,500.0,460.0,92.0,2.34,8.0,,,,,,,,NATALIA RODRIGUEZ,,,,2025-02-08
99.0,2025-02-08 00:00:00,20:00:00,MOLIENDA,TOLVA,200544.0,FINALIZADOR,100.0,30.0,5.0,,,,,,,,,,,,,NATALIA RODRIGUEZ,,,,2025-02-08
100.0,2025-02-08 00:00:00,22:00:00,MOLIENDA,TOLVA,200544.0,FINALIZADOR,100.0,30.0,15.0,,,,,,"2,5-3,0",0.2,0.96,5.16,4.52,89.16000000000001,,VANESSA LOSADA,,,,2025-02-08
101.0,2025-02-08 00:00:00,22:30:00,PELLET,ZARANDA 1,200544.0,FINALIZADOR,100.0,30.0,13.0,500.0,459.5,91.9,2.5,8.099999999999994,,,,,,,DANIEL P,VANESSA LOSADA,,,,2025-02-08
102.0,2025-02-09 00:00:00,00:00:00,MOLIENDA,TOLVA,200544.0,FINALIZADOR,100.0,30.0,26.0,,,,,,"2,5-3,0",0.2,0.88,6.42,5.24,87.26,,VANESSA LOSADA,,,,2025-02-09
103.0,2025-02-09 00:00:00,00:20:00,PELLET,ZARANDA 1,200544.0,FINALIZADOR,100.0,30.0,20.0,500.0,460.0,92.0,2.2,8.0,,,,,,,,VANESSA LOSADA,,,,2025-02-09
104.0,2025-02-10 00:00:00,09:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,101.0,65.0,6.0,,,,,,"2,5-3,0",0.28,1.16,7.4,6.5,84.66,,VANESSA LOSADA,,,,2025-02-10
105.0,2025-02-10 00:00:00,11:00:00,PELLET,ZARANDA 1,200541.0,LEVANTE,101.0,65.0,7.0,500.0,455.0,91.0,2.4,9.0,,,,,,,,VANESSA LOSADA,,,,2025-02-10
106.0,2025-02-10 00:00:00,13:00:00,PELLET,ZARANDA 1,200541.0,LEVANTE,101.0,65.0,15.0,500.0,455.5,91.1,2.1,8.900000000000006,,,,,,,,VANESSA LOSADA,,,,2025-02-10
107.0,2025-02-10 00:00:00,15:30:00,PELLET,ZARANDA 1,200541.0,LEVANTE,101.0,65.0,23.0,500.0,460.0,92.0,2.16,8.0,,,,,,,DANIEL P,CAROLINA GELVES,,,,2025-02-10
108.0,2025-02-10 00:00:00,14:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,101.0,65.0,27.0,,,,,,"2,5 - 3,0",0.1,0.4,3.8,3.2,92.5,,CAROLINA GELVES,,,,2025-02-10
109.0,2025-02-10 00:00:00,16:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,101.0,65.0,36.0,,,,,,"2,5 - 3,0",0.16,1.2,8.0,6.8,83.84,,CAROLINA GELVES,,,,2025-02-10
110.0,2025-02-10 00:00:00,17:00:00,PELLET,ZARANDA 1,200541.0,LEVANTE,101.0,65.0,28.0,500.0,449.0,89.8,2.73,10.200000000000003,,,,,,,,CAROLINA GELVES,,,,2025-02-10
111.0,2025-02-10 00:00:00,17:00:00,PELLET,ZARANDA 1,200541.0,LEVANTE,101.0,65.0,40.0,500.0,455.0,91.0,2.5,9.0,,,,,,,,CAROLINA GELVES,,,,2025-02-10
112.0,2024-10-02,18:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,101.0,65.0,48.0,,,,,,"2,5 - 3,0",0.4,1.2,6.52,5.52,86.36,,CAROLINA GELVES,,,,2024-10-02
113.0,2025-02-10 00:00:00,21:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,101.0,65.0,55.0,,,,,,"2,5 - 3,0",0.2,1.0,6.4,4.0,88.39999999999999,,CAROLINA GELVES,,,,2025-02-10
114.0,2025-02-10 00:00:00,21:00:00,PELLET,ZARANDA 1,200541.0,LEVANTE,101.0,65.0,48.0,500.0,458.0,91.6,2.61,8.400000000000006,,,,,,,,CAROLINA GELVES,,,,2025-02-10
115.0,2025-02-10 00:00:00,23:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,101.0,65.0,64.0,,,,,,"2,5 - 3,0",0.28,0.8,6.4,4.0,88.52,,CAROLINA GELVES,,,,2025-02-10
116.0,2025-02-10 00:00:00,23:01:00,PELLET,ZARANDA 1,200541.0,LEVANTE,101.0,65.0,54.0,500.0,469.0,93.8,2.83,6.200000000000003,,,,,,,,CAROLINA GELVES,,,,2025-02-10
117.0,2025-02-11 00:00:00,11:00:00,PELLET,ZARANDA 1,200543.0,ENGORDE,102.0,30.0,15.0,500.0,390.0,78.0,2.06,22.0,,,,,,,,CAROLINA GELVES,,,,2025-02-11
118.0,2025-02-11 00:00:00,00:46:00,PELLET,ZARANDA 1,200541.0,LEVANTE,101.0,65.0,62.0,500.0,465.0,93.0,2.67,7.0,,,,,,,,CAROLINA GELVES,,,,2025-02-11
119.0,2025-02-11 00:00:00,12:55:00,PELLET,ZARANDA 1,200543.0,ENGORDE,102.0,30.0,23.0,500.0,436.0,87.2,2.4,12.799999999999997,,,,,,,,CAROLINA GELVES,,,,2025-02-11
120.0,2025-02-11 00:00:00,01:00:00,MOLIENDA,TOLVA,200543.0,ENGORDE,102.0,30.0,4.0,,,,,,"2,5 - 3,0",0.2,0.8,6.4,4.8,87.8,,CAROLINA GELVES,,,,2025-02-11
121.0,2025-02-11 00:00:00,03:00:00,MOLIENDA,TOLVA,200543.0,ENGORDE,102.0,30.0,18.0,,,,,,"2,5 - 3,0",0.24,1.12,5.96,4.52,88.16000000000001,,CAROLINA GELVES,,,,2025-02-11
122.0,2025-02-11 00:00:00,03:20:00,PELLET,ZARANDA 1,200543.0,ENGORDE,102.0,30.0,5.0,500.0,448.0,89.6,2.01,10.400000000000006,,,,,,,,CAROLINA GELVES,,,,2025-02-11
123.0,2025-02-11 00:00:00,11:00:00,MOLIENDA,TOLVA,200543.0,ENGORDE,102.0,30.0,20.0,,,,,,"2,5 - 3,0",0.4,1.6,7.6,5.2,85.2,,CAROLINA GELVES,,,,2025-02-11
124.0,2025-02-11 00:00:00,13:00:00,MOLIENDA,TOLVA,200543.0,ENGORDE,102.0,30.0,29.0,,,,,,"2,5 - 3,0",0.04,0.36,2.4,2.8,94.39999999999999,,CAROLINA GELVES,,,,2025-02-11
125.0,2025-02-11 00:00:00,11:00:00,MOLIENDA,TOLVA,200544.0,FINALIZADOR,105.0,53.0,5.0,,,,,,"2,5 - 3,0",0.32,1.56,8.88,6.64,82.60000000000001,,BRAYAN HERRERA,,,,2025-02-11
126.0,2025-02-11 00:00:00,15:00:00,MOLIENDA,TOLVA,200542.0,LEVANTE,103.0,25.0,3.0,,,,,,"2,5 - 3,0",0.36,1.84,9.52,6.72,81.56,,BRAYAN HERRERA,,,,2025-02-11
127.0,2025-02-11 00:00:00,17:00:00,MOLIENDA,TOLVA,200542.0,LEVANTE,103.0,25.0,13.0,,,,,,"2,5 - 3,0",0.2,0.36,4.72,4.24,90.48,,CAROLINA GELVES,,,,2025-02-11
128.0,2025-02-11 00:00:00,19:00:00,PELLET,ZARANDA 1,200542.0,LEVANTE,103.0,25.0,15.0,500.0,436.0,87.2,2.44,12.799999999999997,,,,,,,,CAROLINA GELVES,,,,2025-02-11
129.0,2025-02-11 00:00:00,19:15:00,MOLIENDA,TOLVA,200542.0,LEVANTE,103.0,25.0,21.0,,,,,,"2,5 - 3,0",0.24,1.32,8.4,7.12,82.92,,CAROLINA GELVES,,,,2025-02-11
130.0,2025-02-11 00:00:00,19:30:00,PELLET,ZARANDA 1,200542.0,LEVANTE,103.0,25.0,19.0,500.0,455.0,91.0,2.65,9.0,,,,,,,,CAROLINA GELVES,,,,2025-02-11
131.0,2025-02-11 00:00:00,10:20:00,MOLIENDA,TOLVA,200541.0,LEVANTE,104.0,40.0,10.0,,,,,,"2,5 - 3,0",0.12,0.64,5.68,4.42,89.14,,CAROLINA GELVES,,,,2025-02-11
132.0,2025-02-11 00:00:00,23:00:00,PELLET,ZARANDA 1,200541.0,LEVANTE,104.0,40.0,5.0,500.0,457.0,91.4,2.44,8.599999999999994,,,,,,,,CAROLINA GELVES,,,,2025-02-11
133.0,2025-02-12 00:00:00,00:30:00,PELLET,ZARANDA 1,200541.0,LEVANTE,104.0,40.0,10.0,500.0,452.0,90.4,2.63,9.599999999999994,,,,,,,,CAROLINA GELVES,,,,2025-02-12
134.0,2025-02-12 00:00:00,01:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,104.0,40.0,20.0,,,,,,"2,5 - 3,0",0.2,0.89,5.64,5.6,87.67,,CAROLINA GELVES,,,,2025-02-12
135.0,2025-02-12 00:00:00,02:30:00,PELLET,ZARANDA 1,200541.0,LEVANTE,104.0,40.0,19.0,500.0,463.0,92.6,2.55,7.400000000000006,,,,,,,,CAROLINA GELVES,,,,2025-02-12
136.0,2025-02-12 00:00:00,03:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,104.0,40.0,30.0,,,,,,"2,5 - 3,0",0.24,0.8,6.52,6.04,86.4,,CAROLINA GELVES,,,,2025-02-12
137.0,2025-02-12 00:00:00,10:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,104.0,40.0,39.0,,,,,,"2,5 - 3,0",0.16,0.84,6.4,5.36,87.24,,CAROLINA GELVES,,,,2025-02-12
138.0,2025-02-12 00:00:00,10:45:00,PELLET,ZARANDA 1,200541.0,LEVANTE,104.0,40.0,34.0,500.0,452.0,90.4,2.46,9.599999999999994,,,,,,,,CAROLINA GELVES,,,,2025-02-12
139.0,2025-02-12 00:00:00,13:00:00,MOLIENDA,TOLVA,200544.0,FINALIZADOR,105.0,55.0,14.0,,,,,,"2,5 - 3,0",0.16,0.76,5.52,6.32,87.24000000000001,,CAROLINA GELVES,,,,2025-02-12
140.0,2025-02-12 00:00:00,13:50:00,PELLET,ZARANDA 1,200541.0,LEVANTE,105.0,55.0,6.0,500.0,452.0,90.4,2.13,9.599999999999994,,,,,,,,CAROLINA GELVES,,,,2025-02-12
141.0,2025-02-12 00:00:00,16:00:00,PELLET,ZARANDA 1,200544.0,FINALIZADOR,105.0,55.0,15.0,500.0,444.0,88.8,2.24,11.200000000000003,,,,,,,,CAROLINA GELVES,,,,2025-02-12
142.0,2025-02-12 00:00:00,16:00:00,PELLET,ZARANDA 1,200542.0,LEVANTE,103.0,25.0,4.0,500.0,458.0,91.6,2.23,8.400000000000006,,,,,,,,CAROLINA GELVES,,,,2025-02-12
143.0,2025-02-13 00:00:00,00:42:00,PELLET,ZARANDA 1,200544.0,FINALIZADOR,105.0,55.0,30.0,500.0,449.0,89.8,2.56,10.200000000000003,,,,,,,,CAROLINA GELVES,,,,2025-02-13
144.0,2025-02-13 00:00:00,02:32:00,PELLET,ZARANDA 1,200544.0,FINALIZADOR,105.0,55.0,35.0,500.0,445.0,89.0,3.04,11.0,,,,,,,,CAROLINA GELVES,,,,2025-02-13
145.0,2025-02-13 00:00:00,19:30:00,MOLIENDA,TOLVA,200541.0,LEVANTE,106.0,45.0,43.0,,,,,,"2,5-4,0",0.24,0.72,5.16,5.12,88.76,,VANESSA LOSADA,,,,2025-02-13
146.0,2025-02-13 00:00:00,17:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,106.0,45.0,30.0,,,,,,"2,5-3,0",0.44,0.68,5.52,4.76,88.6,,VANESSA LOSADA,,,,2025-02-13
147.0,2025-02-13 00:00:00,00:00:00,MOLIENDA,TOLVA,200544.0,FINALIZADOR,105.0,55.0,28.0,,,,,,"2,5-3,0",0.22,0.7,3.89,4.7,90.49,,VANESSA LOSADA,,,,2025-02-13
148.0,2025-02-13 00:00:00,23:50:00,MOLIENDA,TOLVA,200541.0,LEVANTE,106.0,45.0,5.0,,,,,,"2,5-3,0",0.7,1.43,8.1,6.5,83.27,,VANESSA LOSADA,,,,2025-02-13
149.0,2025-02-13 00:00:00,14:30:00,MOLIENDA,TOLVA,200541.0,LEVANTE,106.0,45.0,11.0,,,,,,"2,5-4,0",0.09,0.18,2.54,4.4,92.78999999999998,,VANESSA LOSADA,,,,2025-02-13
149.0,2025-02-13 00:00:00,15:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,106.0,45.0,21.0,,,,,,"2,5-4,0",1.15,1.58,8.69,7.26,81.32,,VANESSA LOSADA,,,,2025-02-13
150.0,2025-02-13 00:00:00,06:00:00,MOLIENDA,TOLVA,200544.0,FINALIZADOR,105.0,55.0,50.0,,,,,,"2,5-3,0",0.28,0.86,8.25,7.42,83.19,,VANESSA LOSADA,,,,2025-02-13
151.0,2025-02-13 00:00:00,13:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,106.0,45.0,12.0,,,,,,"2,5-3,0-4,0",0.32,0.8,5.4,3.48,90.0,,VANESSA LOSADA,,,,2025-02-13
152.0,2025-02-13 00:00:00,13:00:00,PELLET,ZARANDA 1,200541.0,LEVANTE,106.0,45.0,4.0,500.0,448.0,89.6,2.5,10.400000000000006,,,,,,,,VANESSA LOSADA,,,,2025-02-13
153.0,2025-02-13 00:00:00,19:07:00,PELLET,ZARANDA 1,200541.0,LEVANTE,106.0,45.0,29.0,500.0,436.5,87.3,2.8,12.700000000000003,,,,,,,,VANESSA LOSADA,,,,2025-02-13
155.0,2025-02-13 00:00:00,13:40:00,PELLET,ZARANDA 1,200541.0,LEVANTE,106.0,45.0,7.0,500.0,450.0,90.0,2.7,10.0,,,,,,,,VANESSA LOSADA,,,,2025-02-13
156.0,2025-02-13 00:00:00,15:50:00,PELLET,ZARANDA 1,200541.0,LEVANTE,106.0,45.0,15.0,500.0,438.0,87.6,2.6,12.400000000000006,,,,,,,,VANESSA LOSADA,,,,2025-02-13
157.0,2025-02-13 00:00:00,18:25:00,PELLET,ZARANDA 1,200544.0,FINALIZADOR,105.0,55.0,49.0,500.0,437.5,87.5,2.4,12.5,,,,,,,,VANESSA LOSADA,,,,2025-02-13
158.0,2025-02-13 00:00:00,17:02:00,PELLET,ZARANDA 1,200544.0,FINALIZADOR,105.0,55.0,43.0,500.0,455.5,91.1,2.8,8.900000000000006,,,,,,,,VANESSA LOSADA,,,,2025-02-13
159.0,2025-02-13 00:00:00,21:00:00,MOLIENDA,TOLVA,200543.0,ENGORDE,107.0,30.0,6.0,,,,,,"2,5-4,0",0.24,0.88,5.22,3.6,90.06000000000002,,VANESSA LOSADA,,,,2025-02-13
160.0,2025-02-13 00:00:00,21:13:00,PELLET,ZARANDA 1,200541.0,LEVANTE,106.0,45.0,39.0,500.0,436.0,87.2,2.4,12.799999999999997,,,,,,,,VANESSA LOSADA,,,,2025-02-13
161.0,2025-02-14 00:00:00,01:00:00,MOLIENDA,TOLVA,200543.0,ENGORDE,107.0,30.0,13.0,,,,,,"2,5-3,0",0.12,1.04,4.88,4.22,89.74,,VANESSA LOSADA,,,,2025-02-14
162.0,2025-02-14 00:00:00,01:00:00,PELLET,ZARANDA 1,200543.0,ENGORDE,107.0,30.0,4.0,500.0,438.5,87.7,2.1,12.299999999999997,,,,,,,,VANESSA LOSADA,,,,2025-02-14
163.0,2025-02-14 00:00:00,03:00:00,MOLIENDA,TOLVA,200543.0,ENGORDE,107.0,30.0,23.0,,,,,,"2,5-4,0",0.24,0.44,4.86,4.5,89.96000000000001,,VANESSA LOSADA,,,,2025-02-14
164.0,2025-02-14 00:00:00,03:00:00,PELLET,ZARANDA 1,200543.0,ENGORDE,107.0,30.0,14.0,500.0,445.0,89.0,2.6,11.0,,,,,,,,VANESSA LOSADA,,,,2025-02-14
165.0,2025-02-14 00:00:00,10:28:00,PELLET,ZARANDA 1,200543.0,ENGORDE,107.0,30.0,23.0,500.0,444.0,88.8,2.22,11.200000000000003,,,,,,,DANIEL P,NATALIA RODRIGUEZ,,,,2025-02-14
166.0,2025-02-14 00:00:00,11:00:00,MOLIENDA,TOLVA,200542.0,LEVANTE,108.0,45.0,5.0,,,,,,"2,-3-4",0.44,0.96,4.8,4.0,89.80000000000001,,NATALIA RODRIGUEZ,,,,2025-02-14
167.0,2025-02-14 00:00:00,17:00:00,MOLIENDA,TOLVA,200542.0,LEVANTE,108.0,45.0,16.0,500.0,,,,,"2,5-3-4",0.6,1.44,6.44,5.08,86.44000000000001,,NATALIA RODRIGUEZ,,,,2025-02-14
168.0,2025-02-14 00:00:00,15:20:00,PELLET,ZARANDA 1,200542.0,LEVANTE,108.0,45.0,5.0,500.0,445.0,89.0,1.66,11.0,,,,,,,DANIEL P,NATALIA RODRIGUEZ,,,,2025-02-14
169.0,2025-02-14 00:00:00,19:00:00,PELLET,ZARANDA 1,200542.0,LEVANTE,108.0,45.0,20.0,500.0,450.0,90.0,2.61,10.0,,,,,,,DAIRO C,NATALIA RODRIGUEZ,,,,2025-02-14
170.0,2025-02-14 00:00:00,19:40:00,MOLIENDA,TOLVA,200542.0,LEVANTE,108.0,45.0,33.0,,,,,,"2,5-3",0.64,1.4,6.2,5.36,86.39999999999999,,NATALIA RODRIGUEZ,,,,2025-02-14
171.0,2025-02-14 00:00:00,21:30:00,PELLET,ZARANDA 1,200542.0,LEVANTE,108.0,45.0,33.0,500.0,450.0,90.0,2.31,10.0,,,,,,,DAIRO C,NATALIA RODRIGUEZ,,,,2025-02-14
172.0,2025-02-14 00:00:00,22:40:00,PELLET,ZARANDA 1,200542.0,LEVANTE,108.0,45.0,37.0,500.0,453.0,90.6,2.8,9.400000000000006,,,,,,,DAIRO C,NATALIA RODRIGUEZ,,,,2025-02-14
173.0,2025-02-14 00:00:00,22:50:00,MOLIENDA,TOLVA,200541.0,LEVANTE,109.0,40.0,5.0,500.0,,,,,"2,5-3",0.92,2.12,8.6,6.24,82.12,,NATALIA RODRIGUEZ,,,,2025-02-14
174.0,2024-02-15 00:00:00,01:50:00,MOLIENDA,TOLVA,200541.0,LEVANTE,109.0,40.0,16.0,,,,,,"2,5-3",0.64,1.84,8.84,6.2,82.47999999999999,,NATALIA RODRIGUEZ,,,,2024-02-15
175.0,2024-02-15 00:00:00,03:00:00,PELLET,ZARANDA 1,200541.0,LEVANTE,109.0,40.0,4.0,500.0,444.0,88.8,2.66,11.200000000000003,,,,,,,,NATALIA RODRIGUEZ,,,,2024-02-15
176.0,2024-02-15 00:00:00,11:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,109.0,40.0,21.0,,,,,,"2,5-3",0.4,2.28,8.28,6.04,82.99999999999999,,NATALIA RODRIGUEZ,,,,2024-02-15
177.0,2024-02-15 00:00:00,12:00:00,PELLET,ZARANDA 1,200541.0,LEVANTE,109.0,40.0,15.0,500.0,453.0,90.6,2.75,9.400000000000006,,,,,,,,NATALIA RODRIGUEZ,,,,2024-02-15
178.0,2024-02-15 00:00:00,14:00:00,PELLET,ZARANDA 1,200541.0,LEVANTE,109.0,40.0,20.0,500.0,445.0,89.0,2.56,11.0,,,,,,,DANIEL P,NATALIA RODRIGUEZ,,,,2024-02-15
179.0,2024-02-15 00:00:00,17:30:00,PELLET,ZARANDA 1,200541.0,LEVANTE,109.0,40.0,35.0,500.0,406.0,81.2,2.43,18.799999999999997,,,,,,,DAIRO C,CAROLINA GELVES,DURABILIDAD FUERA DE PARÁMETRO,,,2024-02-15
180.0,2024-02-15 00:00:00,17:20:00,MOLIENDA,TOLVA,200119.0,FINALIZADOR,110.0,30.0,5.0,,,,,,"2,5 - 4,0",0.68,1.96,8.4,6.64,82.32,,CAROLINA GELVES,,,,2024-02-15
181.0,2024-02-15 00:00:00,21:50:00,PELLET,ZARANDA 1,200544.0,FINALIZADOR,110.0,30.0,8.0,500.0,454.0,90.8,2.81,9.200000000000003,,,,,,,DAIRO C,CAROLINA GELVES,,,,2024-02-15
182.0,2024-02-15 00:00:00,10:20:00,MOLIENDA,TOLVA,200119.0,FINALIZADOR,110.0,30.0,20.0,,,,,,"2,5 - 4,0",0.76,1.68,7.6,6.12,83.83999999999999,,CAROLINA GELVES,,,,2024-02-15
183.0,2024-02-16 00:00:00,00:00:00,PELLET,ZARANDA 1,200544.0,FINALIZADOR,110.0,30.0,19.0,500.0,458.0,91.6,3.16,8.400000000000006,,,,,,,DAIRO C,CAROLINA GELVES,,,,2024-02-16
184.0,2024-02-17 00:00:00,10:00:00,MOLIENDA,TOLVA,200119.0,FINALIZADOR,110.0,30.0,30.0,,,,,,"2,5 - 4,0",0.88,2.12,8.8,6.0,82.2,,CAROLINA GELVES,,,,2024-02-17
185.0,2024-02-17 00:00:00,11:40:00,MOLIENDA,TOLVA,200541.0,LEVANTE,111.0,4.0,4.0,,,,,,"2,5 - 4,0",0.76,1.68,7.56,5.48,84.51999999999998,,CAROLINA GELVES,,,,2024-02-17
186.0,2024-02-17 00:00:00,15:00:00,MOLIENDA,TOLVA,200107.0,LEVANTE,112.0,47.0,4.0,,,,,,"2,5 - 4,0",1.26,2.2,9.6,6.8,80.14,,CAROLINA GELVES,,,,2024-02-17
817.0,2024-10-27 00:00:00,18:20:00,PELLET,ZARANDA 1,200544.0,,,,,,,,,,,,,,,,,,,,,2024-10-27
818.0,2024-10-27 00:00:00,18:20:00,PELLET,ZARANDA 2,200544.0,,,,,,,,,,,,,,,,,,,,,2024-10-27
